route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
9011001067700000,2,33010000151342617,,0,12
9011001067700000,1,33010000151343475,,0,12
9011001067700000,1,33010000151341464,,0,12
9011001067700000,1,33010000151341610,,0,12
9011001067700000,1,33010000151341823,,0,12
9011001067700000,1,33010000151341894,,0,12
9011001067700000,2,33010000151342048,,0,12
9011001067700000,2,33010000151342332,,0,12
9011001067700000,2,33010000151342403,,0,12
9011001067700000,2,33010000151342688,,0,12
9011001067700000,2,33010000151342759,,0,12
9011001067700000,2,33010000151343043,,0,12
9011001067700000,4,33010000151343185,,0,12
9011001067700000,1,33010000151343617,,0,12
9011001067700000,2,33010000151342261,,0,12
9011001067700000,2,33010000151342546,,0,12
9011001067700000,2,33010000151342901,,0,12
9011001067700000,2,33010000151342972,,0,12
9011001067700000,4,33010000151343256,,0,12
9011001067700000,4,33010000151343327,,0,12
9011001067700000,1,33010000151343404,,0,12
9011001067700000,2,33010000151343773,,0,12
9011001067700000,1,33010000151341393,,0,12
9011001067700000,1,33010000151341539,,0,12
9011001067700000,1,33010000151341681,,0,12
9011001067700000,2,33010000151341977,,0,12
9011001067700000,2,33010000151342830,,0,12
9011001067700000,2,33010000151343114,,0,12
9011001067700000,1,33010000151343546,,0,12
9011001067700000,2,33010000151343702,,0,12
9011001099500000,1,33010000157242494,,1,13
9011001099500000,2,33010000129822436,,1,13
9011001099500000,4,33010000130523307,,1,13
9011001099500000,4,33010000130523327,,1,13
9011001099500000,4,33010000130523407,,1,13
9011001099500000,4,33010000130523527,,1,13
9011001099500000,4,33010000130523667,,1,13
9011001099500000,4,33010000130523687,,1,13
9011001099500000,4,33010000130523887,,1,13
9011001099500000,4,33010000130523987,,1,13
9011001099500000,4,33010000157242474,,1,13
9011001099500000,4,33010000130523267,,1,13
9011001099500000,4,33010000130523287,,1,13
9011001099500000,4,33010000130523467,,1,13
9011001099500000,4,33010000130523507,,1,13
9011001099500000,4,33010000130523547,,1,13
9011001099500000,4,33010000130523587,,1,13
9011001099500000,4,33010000130523607,,1,13
9011001099500000,4,33010000130523707,,1,13
9011001099500000,4,33010000130523767,,1,13
9011001099500000,4,33010000130523827,,1,13
9011001099500000,4,33010000130523847,,1,13
9011001099500000,4,33010000130523947,,1,13
9011001099500000,4,33010000130523347,,1,13
9011001099500000,4,33010000130523367,,1,13
9011001099500000,4,33010000130523427,,1,13
9011001099500000,4,33010000130523487,,1,13
9011001099500000,4,33010000130523567,,1,13
9011001099500000,4,33010000130523727,,1,13
9011001099500000,4,33010000130523787,,1,13
9011001099500000,4,33010000130523807,,1,13
9011001099500000,4,33010000130523907,,1,13
9011001099500000,4,33010000130523927,,1,13
9011001099500000,4,33010000130523967,,1,13
9011001099500000,2,33010000129822456,,1,13
9011001099500000,4,33010000130523387,,1,13
9011001099500000,4,33010000130523447,,1,13
9011001099500000,4,33010000130523627,,1,13
9011001099500000,4,33010000130523647,,1,13
9011001099500000,4,33010000130523747,,1,13
9011001099500000,4,33010000130523867,,1,13
9011001099500000,4,33010000130524029,,1,13
9011001099500000,4,33010000130524132,,0,14
9011001099500000,4,33010000130524212,,0,14
9011001099500000,4,33010000130524272,,0,14
9011001099500000,4,33010000130524312,,0,14
9011001099500000,4,33010000130524372,,0,14
9011001099500000,4,33010000130524392,,0,14
9011001099500000,4,33010000130524572,,0,14
9011001099500000,4,33010000130524772,,0,14
9011001099500000,4,33010000130524792,,0,14
9011001099500000,4,33010000130524852,,0,14
9011001099500000,4,33010000130524112,,0,14
9011001099500000,4,33010000130524152,,0,14
9011001099500000,4,33010000130524172,,0,14
9011001099500000,4,33010000130524412,,0,14
9011001099500000,4,33010000130524432,,0,14
9011001099500000,4,33010000130524452,,0,14
9011001099500000,4,33010000130524492,,0,14
9011001099500000,4,33010000130524552,,0,14
9011001099500000,4,33010000130524612,,0,14
9011001099500000,4,33010000130524632,,0,14
9011001099500000,4,33010000130524652,,0,14
9011001099500000,4,33010000130524732,,0,14
9011001099500000,4,33010000130524832,,0,14
9011001099500000,2,33010000130524071,,0,14
9011001099500000,2,33010000130524092,,0,14
9011001099500000,4,33010000130524232,,0,14
9011001099500000,4,33010000130524332,,0,14
9011001099500000,4,33010000130524352,,0,14
9011001099500000,4,33010000130524472,,0,14
9011001099500000,4,33010000130524692,,0,14
9011001099500000,4,33010000130524752,,0,14
9011001099500000,1,33010000137638319,,0,15
9011001099500000,4,33010000130524192,,0,14
9011001099500000,4,33010000130524252,,0,14
9011001099500000,4,33010000130524292,,0,14
9011001099500000,4,33010000130524512,,0,14
9011001099500000,4,33010000130524532,,0,14
9011001099500000,4,33010000130524592,,0,14
9011001099500000,4,33010000130524672,,0,14
9011001099500000,4,33010000130524712,,0,14
9011001099500000,4,33010000130524812,,0,14
9011001099500000,4,33010000130524872,,0,14
9011001099600000-SL-tåg,6,33010000157242177,,1,16
9011001099600000-SL-tåg,6,33010000157242213,,1,16
9011001099600000-SL-tåg,6,33010000157242225,,1,16
9011001099600000-SL-tåg,6,33010000157242237,,1,16
9011001099600000-SL-tåg,4,33010000157242293,,1,17
9011001099600000-SL-tåg,4,33010000137633685,,1,17
9011001099600000-SL-tåg,4,33010000137633703,,1,17
9011001099600000-SL-tåg,4,33010000137633721,,1,17
9011001099600000-SL-tåg,7,33010000137634387,,1,17
9011001099600000-SL-tåg,4,33010000137634534,,1,17
9011001099600000-SL-tåg,4,33010000137634552,,1,17
9011001099600000-SL-tåg,4,33010000137634570,,1,17
9011001099600000-SL-tåg,4,33010000137634624,,1,17
9011001099600000-SL-tåg,4,33010000137634696,,1,17
9011001099600000-SL-tåg,4,33010000137634732,,1,17
9011001099600000-SL-tåg,4,33010000137634786,,1,17
9011001099600000-SL-tåg,6,33010000157242189,,1,16
9011001099600000-SL-tåg,6,33010000157242201,,1,16
9011001099600000-SL-tåg,1,33010000137633570,,1,17
9011001099600000-SL-tåg,4,33010000137633649,,1,17
9011001099600000-SL-tåg,4,33010000137633667,,1,17
9011001099600000-SL-tåg,7,33010000137634282,,1,17
9011001099600000-SL-tåg,7,33010000137634303,,1,17
9011001099600000-SL-tåg,4,33010000137634462,,1,17
9011001099600000-SL-tåg,4,33010000137634480,,1,17
9011001099600000-SL-tåg,4,33010000137634498,,1,17
9011001099600000-SL-tåg,4,33010000137634678,,1,17
9011001099600000-SL-tåg,4,33010000137634714,,1,17
9011001099600000-SL-tåg,4,33010000137634750,,1,17
9011001099600000-SL-tåg,4,33010000137634840,,1,17
9011001099600000-SL-tåg,4,33010000137634858,,1,17
9011001099600000-SL-tåg,4,33010000138680752,,1,17
9011001099600000-SL-tåg,1,33010000137633757,,1,17
9011001099600000-SL-tåg,2,33010000137634265,,1,17
9011001099600000-SL-tåg,4,33010000137634408,,1,17
9011001099600000-SL-tåg,4,33010000137634588,,1,17
9011001099600000-SL-tåg,4,33010000137634642,,1,17
9011001099600000-SL-tåg,4,33010000137634768,,1,17
9011001099600000-SL-tåg,7,33010000137634324,,1,17
9011001099600000-SL-tåg,7,33010000137634345,,1,17
9011001099600000-SL-tåg,7,33010000137634366,,1,17
9011001099600000-SL-tåg,4,33010000137634426,,1,17
9011001099600000-SL-tåg,4,33010000137634444,,1,17
9011001099600000-SL-tåg,4,33010000137634516,,1,17
9011001099600000-SL-tåg,4,33010000137634606,,1,17
9011001099600000-SL-tåg,4,33010000137634660,,1,17
9011001099600000-SL-tåg,4,33010000137634804,,1,17
9011001099600000-SL-tåg,4,33010000137634822,,1,17
9011001099600000,4,33010000157242370,,0,18
9011001099600000,4,33010000157242351,,0,18
9011001099600000,7,33010000129673865,,0,18
9011001099600000,4,33010000129674081,,0,18
9011001099600000,4,33010000129674225,,0,18
9011001099600000,4,33010000129674315,,0,18
9011001099600000,4,33010000129674369,,0,18
9011001099600000,4,33010000129674405,,0,18
9011001099600000,4,33010000129674423,,0,18
9011001099600000,6,33010000130860921,,0,19
9011001099600000,7,33010000129673811,,0,18
9011001099600000,4,33010000129673901,,0,18
9011001099600000,4,33010000129673973,,0,18
9011001099600000,4,33010000129673991,,0,18
9011001099600000,4,33010000129674045,,0,18
9011001099600000,4,33010000129674063,,0,18
9011001099600000,4,33010000129674099,,0,18
9011001099600000,4,33010000129674135,,0,18
9011001099600000,4,33010000129674207,,0,18
9011001099600000,4,33010000129674243,,0,18
9011001099600000,4,33010000129674279,,0,18
9011001099600000,4,33010000129674297,,0,18
9011001099600000,4,33010000129674441,,0,18
9011001099600000,6,33010000130860901,,0,19
9011001099600000,1,33010000138680839,,0,18
9011001099600000,7,33010000129673793,,0,18
9011001099600000,4,33010000129673955,,0,18
9011001099600000,4,33010000129674117,,0,18
9011001099600000,4,33010000129674153,,0,18
9011001099600000,4,33010000129674189,,0,18
9011001099600000,6,33010000130860881,,0,19
9011001099600000,6,33010000130860961,,0,19
9011001099600000,1,33010000138680822,,0,18
9011001099600000,2,33010000129673775,,0,18
9011001099600000,7,33010000129673829,,0,18
9011001099600000,7,33010000129673847,,0,18
9011001099600000,7,33010000129673883,,0,18
9011001099600000,4,33010000129673919,,0,18
9011001099600000,4,33010000129673937,,0,18
9011001099600000,4,33010000129674009,,0,18
9011001099600000,4,33010000129674027,,0,18
9011001099600000,4,33010000129674171,,0,18
9011001099600000,4,33010000129674261,,0,18
9011001099600000,4,33010000129674333,,0,18
9011001099600000,4,33010000129674351,,0,18
9011001099600000,1,33010000129674513,,0,18
9011001099600000,6,33010000130860941,,0,19
9011001099600000,6,33010000130860981,,0,19
9011003000100000,2,33010000156989653,,1,20
9011003000100000,2,33010000156989873,,1,20
9011003000100000,2,33010000156990049,,1,20
9011003000100000,2,33010000156990181,,1,20
9011003000100000,2,33010000156990269,,1,20
9011003000100000,2,33010000156990357,,1,20
9011003000100000,2,33010000156990401,,1,20
9011003000100000,2,33010000156990620,,1,20
9011003000100000,2,33010000156990708,,1,20
9011003000100000,2,33010000156990752,,1,20
9011003000100000,2,33010000156990795,,1,20
9011003000100000,2,33010000156990971,,1,20
9011003000100000,2,33010000156991015,,1,20
9011003000100000,2,33010000156991103,,1,20
9011003000100000,2,33010000156991323,,1,20
9011003000100000,2,33010000156991719,,1,20
9011003000100000,2,33010000156992147,,1,20
9011003000100000,2,33010000156992191,,1,20
9011003000100000,2,33010000156989563,,1,20
9011003000100000,2,33010000156989741,,1,20
9011003000100000,2,33010000156989785,,1,20
9011003000100000,2,33010000156989829,,1,20
9011003000100000,2,33010000156990005,,1,20
9011003000100000,2,33010000156990093,,1,20
9011003000100000,2,33010000156990225,,1,20
9011003000100000,2,33010000156990664,,1,20
9011003000100000,2,33010000156990839,,1,20
9011003000100000,2,33010000156990927,,1,20
9011003000100000,2,33010000156991499,,1,20
9011003000100000,2,33010000156991796,,1,20
9011003000100000,2,33010000156991840,,1,20
9011003000100000,2,33010000156991927,,1,20
9011003000100000,2,33010000156992059,,1,20
9011003000100000,2,33010000156992103,,1,20
9011003000100000,2,33010000156992501,,1,20
9011003000100000,2,33010000156992721,,1,20
9011003000100000,2,33010000156992853,,1,20
9011003000100000,2,33010000156992941,,1,20
9011003000100000,1,33010000156993381,,1,20
9011003000100000,1,33010000156993469,,1,20
9011003000100000,1,33010000156993643,,1,20
9011003000100000,1,33010000156993730,,1,20
9011003000100000,2,33010000156992324,,1,20
9011003000100000,2,33010000156992457,,1,20
9011003000100000,2,33010000156992545,,1,20
9011003000100000,2,33010000156992589,,1,20
9011003000100000,2,33010000156993029,,1,20
9011003000100000,2,33010000156993207,,1,20
9011003000100000,1,33010000156993840,,1,20
9011003000100000,1,33010000156993928,,1,20
9011003000100000,1,33010000156994103,,1,20
9011003000100000,1,33010000156994190,,1,20
9011003000100000,1,33010000156994234,,1,20
9011003000100000,1,33010000156994278,,1,20
9011003000100000,1,33010000156994410,,1,20
9011003000100000,1,33010000156994498,,1,20
9011003000100000,1,33010000156994574,,1,20
9011003000100000,1,33010000156994755,,1,20
9011003000100000,1,33010000156994927,,1,20
9011003000100000,1,33010000156995104,,1,20
9011003000100000,1,33010000156993795,,1,20
9011003000100000,1,33010000156993884,,1,20
9011003000100000,1,33010000156994015,,1,20
9011003000100000,1,33010000156994366,,1,20
9011003000100000,1,33010000156994841,,1,20
9011003000100000,1,33010000156994970,,1,20
9011003000100000,1,33010000156995050,,1,21
9011003000100000,2,33010000156989697,,1,20
9011003000100000,2,33010000156989961,,1,20
9011003000100000,2,33010000156990137,,1,20
9011003000100000,2,33010000156990489,,1,20
9011003000100000,2,33010000156990533,,1,20
9011003000100000,2,33010000156991147,,1,20
9011003000100000,2,33010000156991191,,1,20
9011003000100000,2,33010000156991235,,1,20
9011003000100000,2,33010000156991411,,1,20
9011003000100000,2,33010000156991586,,1,20
9011003000100000,2,33010000156991631,,1,20
9011003000100000,2,33010000156991752,,1,22
9011003000100000,2,33010000156992235,,1,20
9011003000100000,2,33010000156992279,,1,20
9011003000100000,2,33010000156992368,,1,20
9011003000100000,2,33010000156992412,,1,20
9011003000100000,2,33010000156992633,,1,20
9011003000100000,2,33010000156992677,,1,20
9011003000100000,2,33010000156992897,,1,20
9011003000100000,2,33010000156992985,,1,20
9011003000100000,2,33010000156993073,,1,20
9011003000100000,2,33010000156993117,,1,20
9011003000100000,2,33010000156993252,,1,20
9011003000100000,1,33010000156993337,,1,20
9011003000100000,1,33010000156993425,,1,20
9011003000100000,1,33010000156993557,,1,20
9011003000100000,1,33010000156993686,,1,20
9011003000100000,1,33010000156994059,,1,20
9011003000100000,1,33010000156994146,,1,20
9011003000100000,1,33010000156994454,,1,20
9011003000100000,1,33010000156994619,,1,20
9011003000100000,1,33010000156995013,,1,20
9011003000100000,2,33010000156989608,,1,20
9011003000100000,2,33010000156989917,,1,20
9011003000100000,2,33010000156990313,,1,20
9011003000100000,2,33010000156990445,,1,20
9011003000100000,2,33010000156990576,,1,20
9011003000100000,2,33010000156990883,,1,20
9011003000100000,2,33010000156991059,,1,20
9011003000100000,2,33010000156991279,,1,20
9011003000100000,2,33010000156991367,,1,20
9011003000100000,2,33010000156991455,,1,20
9011003000100000,2,33010000156991543,,1,20
9011003000100000,2,33010000156991675,,1,20
9011003000100000,2,33010000156991884,,1,20
9011003000100000,2,33010000156991971,,1,20
9011003000100000,2,33010000156992015,,1,20
9011003000100000,2,33010000156992765,,1,20
9011003000100000,2,33010000156992809,,1,20
9011003000100000,2,33010000156993162,,1,20
9011003000100000,1,33010000156993290,,1,23
9011003000100000,1,33010000156993513,,1,20
9011003000100000,1,33010000156993600,,1,20
9011003000100000,1,33010000156993971,,1,20
9011003000100000,1,33010000156994322,,1,20
9011003000100000,1,33010000156994663,,1,20
9011003000100000,1,33010000156994711,,1,20
9011003000100000,1,33010000156994798,,1,20
9011003000100000,1,33010000156994884,,1,20
9011003000100000,2,33010000156995144,,1,23
9011003000100000,2,33010000142048265,,1,24
9011003000100000,2,33010000142048292,,1,24
9011003000100000,2,33010000142048344,,1,24
9011003000100000,1,33010000142053066,,1,24
9011003000100000,2,33010000142048305,,1,24
9011003000100000,2,33010000142048318,,1,24
9011003000100000,1,33010000142053027,,1,24
9011003000100000,1,33010000142053040,,1,24
9011003000100000,2,33010000142048279,,1,24
9011003000100000,2,33010000142048331,,1,24
9011003000100000,1,33010000142053053,,1,24
9011003000100000,2,33010000156995278,,0,25
9011003000100000,2,33010000156995571,,0,25
9011003000100000,2,33010000156995188,,0,25
9011003000100000,2,33010000156995231,,0,25
9011003000100000,2,33010000156995472,,0,25
9011003000100000,6,33010000138678602,,0,26
9011003000100000,2,33010000138680022,,0,27
9011003000100000,2,33010000138680038,,0,27
9011003000100000,2,33010000138680054,,0,27
9011003000100000,1,33010000138680086,,0,27
9011003000100000,2,33010000156995515,,0,25
9011003000100000,8,33010000138676767,,0,26
9011003000100000,2,33010000138678543,,0,26
9011003000100000,2,33010000138678558,,0,26
9011003000100000,6,33010000138678647,,0,26
9011003000100000,2,33010000138680006,,0,27
9011003000100000,2,33010000138678573,,0,26
9011003000100000,2,33010000138678588,,0,26
9011003000100000,8,33010000138676722,,0,26
9011003000100000,8,33010000138676737,,0,26
9011003000100000,6,33010000138678617,,0,26
9011003000100000,1,33010000138680070,,0,27
9011003000100000,1,33010000138680102,,0,27
9011003000100000,2,33010000142054154,,0,25
9011003000100000,2,33010000142054240,,0,25
9011003000100000,2,33010000142054369,,0,25
9011003000100000,2,33010000142054584,,0,25
9011003000100000,2,33010000142055014,,0,25
9011003000100000,2,33010000142055358,,0,25
9011003000100000,2,33010000142055573,,0,25
9011003000100000,2,33010000142054283,,0,25
9011003000100000,2,33010000142054498,,0,25
9011003000100000,2,33010000142054627,,0,25
9011003000100000,2,33010000142054670,,0,25
9011003000100000,2,33010000142054713,,0,25
9011003000100000,2,33010000142055530,,0,25
9011003000100000,2,33010000142055702,,0,25
9011003000100000,2,33010000142055788,,0,25
9011003000100000,2,33010000142055831,,0,25
9011003000100000,2,33010000142055917,,0,25
9011003000100000,2,33010000142056177,,0,25
9011003000100000,2,33010000142056220,,0,25
9011003000100000,2,33010000142056263,,0,25
9011003000100000,2,33010000142056306,,0,25
9011003000100000,2,33010000142056478,,0,25
9011003000100000,2,33010000142056564,,0,25
9011003000100000,2,33010000142056607,,0,25
9011003000100000,2,33010000142056693,,0,25
9011003000100000,1,33010000142057072,,0,25
9011003000100000,1,33010000142057160,,0,25
9011003000100000,1,33010000142057203,,0,25
9011003000100000,1,33010000142057398,,0,25
9011003000100000,1,33010000142057574,,0,25
9011003000100000,1,33010000142057720,,0,25
9011003000100000,1,33010000142058037,,0,25
9011003000100000,1,33010000142058127,,0,25
9011003000100000,1,33010000142058260,,0,25
9011003000100000,1,33010000142058475,,0,25
9011003000100000,2,33010000142059066,,0,25
9011003000100000,2,33010000142059152,,0,25
9011003000100000,2,33010000142059324,,0,25
9011003000100000,2,33010000142059410,,0,25
9011003000100000,2,33010000142055745,,0,25
9011003000100000,2,33010000142056091,,0,25
9011003000100000,2,33010000142056349,,0,25
9011003000100000,2,33010000142056435,,0,25
9011003000100000,1,33010000142056940,,0,25
9011003000100000,1,33010000142057028,,0,25
9011003000100000,1,33010000142057808,,0,25
9011003000100000,1,33010000142057939,,0,25
9011003000100000,1,33010000142058432,,0,25
9011003000100000,2,33010000142058777,,0,25
9011003000100000,2,33010000142058980,,0,25
9011003000100000,2,33010000142059195,,0,25
9011003000100000,2,33010000142059367,,0,25
9011003000100000,2,33010000142054024,,0,25
9011003000100000,2,33010000142054197,,0,25
9011003000100000,2,33010000142054326,,0,25
9011003000100000,2,33010000142054756,,0,25
9011003000100000,2,33010000142054799,,0,25
9011003000100000,2,33010000142054885,,0,25
9011003000100000,2,33010000142055057,,0,25
9011003000100000,2,33010000142055186,,0,25
9011003000100000,2,33010000142055444,,0,25
9011003000100000,2,33010000142055659,,0,25
9011003000100000,2,33010000142055874,,0,25
9011003000100000,2,33010000142055961,,0,25
9011003000100000,2,33010000142056048,,0,25
9011003000100000,2,33010000142056392,,0,25
9011003000100000,2,33010000142056521,,0,25
9011003000100000,2,33010000142056650,,0,25
9011003000100000,1,33010000142057116,,0,25
9011003000100000,1,33010000142057442,,0,25
9011003000100000,1,33010000142057486,,0,25
9011003000100000,1,33010000142057530,,0,25
9011003000100000,1,33010000142057674,,0,25
9011003000100000,1,33010000142057765,,0,25
9011003000100000,1,33010000142057895,,0,25
9011003000100000,1,33010000142057992,,0,25
9011003000100000,1,33010000142058082,,0,25
9011003000100000,1,33010000142058217,,0,25
9011003000100000,1,33010000142058303,,0,25
9011003000100000,1,33010000142058346,,0,25
9011003000100000,6,33010000142058508,,0,26
9011003000100000,2,33010000142059109,,0,25
9011003000100000,2,33010000142059436,,0,28
9011003000100000,2,33010000142054412,,0,25
9011003000100000,2,33010000142054455,,0,25
9011003000100000,2,33010000142054541,,0,25
9011003000100000,2,33010000142054842,,0,25
9011003000100000,2,33010000142054928,,0,25
9011003000100000,2,33010000142054971,,0,25
9011003000100000,2,33010000142055100,,0,25
9011003000100000,2,33010000142055143,,0,25
9011003000100000,2,33010000142055229,,0,25
9011003000100000,2,33010000142055272,,0,25
9011003000100000,2,33010000142055315,,0,25
9011003000100000,2,33010000142055401,,0,25
9011003000100000,2,33010000142055487,,0,25
9011003000100000,2,33010000142055616,,0,25
9011003000100000,2,33010000142056736,,0,25
9011003000100000,8,33010000142056752,,0,26
9011003000100000,1,33010000142056984,,0,25
9011003000100000,1,33010000142057246,,0,25
9011003000100000,1,33010000142057306,,0,25
9011003000100000,1,33010000142057352,,0,25
9011003000100000,1,33010000142057618,,0,25
9011003000100000,1,33010000142057851,,0,25
9011003000100000,1,33010000142058172,,0,25
9011003000100000,1,33010000142058389,,0,25
9011003000100000,2,33010000142058851,,0,25
9011003000100000,2,33010000142058894,,0,25
9011003000100000,2,33010000142058937,,0,25
9011003000100000,2,33010000142059023,,0,25
9011003000100000,2,33010000142059281,,0,25
9011003000100000,2,33010000146168711,,0,25
9011003000100000,2,33010000146168756,,0,25
9011003000100000,1,33010000146168877,,0,25
9011003000100000,8,33010000146168827,,0,28
9011003000100000,1,33010000146168922,,0,25
9011003000100000,2,33010000146168519,,0,25
9011003000100000,1,33010000146168967,,0,25
9011003000100000,2,33010000146168621,,0,25
9011003000100000,2,33010000146168666,,0,25
9011003000100000,6,33010000146168798,,0,28
9011003000200000,2,33010000146126907,,1,29
9011003000200000,2,33010000146126944,,1,29
9011003000200000,2,33010000146126981,,1,29
9011003000200000,2,33010000146127092,,1,29
9011003000200000,2,33010000146127350,,1,29
9011003000200000,2,33010000146127720,,1,29
9011003000200000,2,33010000146127794,,1,29
9011003000200000,2,33010000146128127,,1,29
9011003000200000,2,33010000146128497,,1,29
9011003000200000,2,33010000146128717,,1,29
9011003000200000,2,33010000146128791,,1,29
9011003000200000,2,33010000146129161,,1,29
9011003000200000,2,33010000146129272,,1,29
9011003000200000,2,33010000146129420,,1,29
9011003000200000,2,33010000146129567,,1,29
9011003000200000,2,33010000146129639,,1,29
9011003000200000,2,33010000146129783,,1,29
9011003000200000,2,33010000146129857,,1,29
9011003000200000,2,33010000146129894,,1,29
