service_id,date,exception_type
22,20210929,1
22,20210930,1
22,20211004,1
22,20211005,1
22,20211006,1
22,20211007,1
22,20211011,1
22,20211012,1
22,20211013,1
22,20211014,1
22,20211018,1
22,20211019,1
22,20211020,1
22,20211021,1
22,20211025,1
22,20211026,1
22,20211027,1
22,20211028,1
22,20211108,1
22,20211109,1
22,20211110,1
22,20211111,1
22,20211115,1
22,20211116,1
22,20211117,1
22,20211118,1
22,20211122,1
22,20211123,1
22,20211124,1
22,20211125,1
22,20211129,1
22,20211130,1
22,20211201,1
22,20211202,1
22,20211206,1
22,20211207,1
22,20211208,1
22,20211209,1
23,20210930,1
23,20211007,1
23,20211014,1
23,20211021,1
23,20211028,1
23,20211111,1
23,20211118,1
23,20211125,1
23,20211202,1
23,20211209,1
24,20210927,1
24,20210930,1
24,20211004,1
24,20211007,1
24,20211011,1
24,20211014,1
24,20211018,1
24,20211021,1
24,20211025,1
24,20211028,1
24,20211108,1
24,20211111,1
24,20211115,1
24,20211118,1
24,20211122,1
24,20211125,1
24,20211129,1
24,20211202,1
24,20211206,1
24,20211209,1
25,20210928,1
25,20210930,1
25,20211005,1
25,20211007,1
25,20211012,1
25,20211014,1
25,20211019,1
25,20211021,1
25,20211026,1
25,20211028,1
25,20211109,1
25,20211111,1
25,20211116,1
25,20211118,1
25,20211123,1
25,20211125,1
25,20211130,1
25,20211202,1
25,20211207,1
25,20211209,1
26,20211001,1
26,20211008,1
26,20211015,1
26,20211022,1
26,20211029,1
26,20211112,1
26,20211119,1
26,20211126,1
26,20211203,1
26,20211210,1
27,20210927,1
27,20210929,1
27,20210930,1
27,20211001,1
27,20211004,1
27,20211006,1
27,20211007,1
27,20211008,1
27,20211011,1
27,20211013,1
27,20211014,1
27,20211015,1
27,20211018,1
27,20211020,1
27,20211021,1
27,20211022,1
27,20211025,1
27,20211027,1
27,20211028,1
27,20211029,1
27,20211108,1
27,20211110,1
27,20211111,1
27,20211112,1
27,20211115,1
27,20211117,1
27,20211118,1
27,20211119,1
27,20211122,1
27,20211124,1
27,20211125,1
27,20211126,1
27,20211129,1
27,20211201,1
27,20211202,1
27,20211203,1
27,20211206,1
27,20211208,1
27,20211209,1
27,20211210,1
28,20210930,1
28,20211001,1
28,20211007,1
28,20211008,1
28,20211014,1
28,20211015,1
28,20211021,1
28,20211022,1
28,20211028,1
28,20211029,1
28,20211111,1
28,20211112,1
28,20211118,1
28,20211119,1
28,20211125,1
28,20211126,1
28,20211202,1
28,20211203,1
28,20211209,1
28,20211210,1
29,20210927,1
29,20210929,1
29,20210930,1
29,20211004,1
29,20211006,1
29,20211007,1
29,20211011,1
29,20211013,1
29,20211014,1
29,20211018,1
29,20211020,1
29,20211021,1
29,20211025,1
29,20211027,1
29,20211028,1
29,20211108,1
29,20211110,1
29,20211111,1
29,20211115,1
29,20211117,1
29,20211118,1
29,20211122,1
29,20211124,1
29,20211125,1
29,20211129,1
29,20211201,1
29,20211202,1
29,20211206,1
29,20211208,1
29,20211209,1
30,20210928,1
30,20210929,1
30,20210930,1
30,20211005,1
30,20211006,1
30,20211007,1
30,20211012,1
30,20211013,1
30,20211014,1
30,20211019,1
30,20211020,1
30,20211021,1
30,20211026,1
30,20211027,1
30,20211028,1
30,20211109,1
30,20211110,1
30,20211111,1
30,20211116,1
30,20211117,1
30,20211118,1
30,20211123,1
30,20211124,1
30,20211125,1
30,20211130,1
30,20211201,1
30,20211202,1
30,20211207,1
30,20211208,1
30,20211209,1
31,20210927,1
31,20210928,1
31,20211004,1
31,20211005,1
31,20211011,1
31,20211012,1
31,20211018,1
31,20211019,1
31,20211025,1
31,20211026,1
31,20211108,1
31,20211109,1
31,20211115,1
31,20211116,1
31,20211122,1
31,20211123,1
31,20211129,1
31,20211130,1
31,20211206,1
31,20211207,1
32,20210927,1
32,20210928,1
32,20210929,1
32,20210930,1
32,20211001,1
32,20211004,1
32,20211005,1
32,20211006,1
32,20211007,1
32,20211008,1
32,20211011,1
32,20211012,1
32,20211013,1
32,20211014,1
32,20211015,1
32,20211018,1
32,20211019,1
32,20211020,1
32,20211021,1
32,20211022,1
32,20211025,1
32,20211026,1
32,20211027,1
32,20211028,1
32,20211029,1
32,20211108,1
32,20211109,1
32,20211110,1
32,20211111,1
32,20211112,1
32,20211115,1
32,20211116,1
32,20211117,1
32,20211118,1
32,20211119,1
32,20211122,1
32,20211123,1
32,20211124,1
32,20211125,1
32,20211126,1
32,20211129,1
32,20211130,1
32,20211201,1
32,20211202,1
32,20211206,1
32,20211207,1
32,20211208,1
32,20211209,1
32,20211210,1
33,20211001,1
33,20211008,1
33,20211015,1
33,20211022,1
33,20211029,1
33,20211112,1
33,20211119,1
33,20211126,1
33,20211210,1
34,20210927,1
34,20210928,1
34,20210930,1
34,20211004,1
34,20211005,1
34,20211007,1
34,20211011,1
34,20211012,1
34,20211014,1
34,20211018,1
34,20211019,1
34,20211021,1
34,20211025,1
34,20211026,1
34,20211028,1
34,20211108,1
34,20211109,1
34,20211111,1
34,20211115,1
34,20211116,1
34,20211118,1
34,20211122,1
34,20211123,1
34,20211125,1
34,20211129,1
34,20211130,1
34,20211202,1
34,20211206,1
34,20211207,1
34,20211209,1
35,20210928,1
35,20210930,1
35,20211001,1
35,20211005,1
35,20211007,1
35,20211008,1
35,20211012,1
35,20211014,1
35,20211015,1
35,20211019,1
35,20211021,1
35,20211022,1
35,20211026,1
35,20211028,1
35,20211029,1
35,20211109,1
35,20211111,1
35,20211112,1
35,20211116,1
35,20211118,1
35,20211119,1
35,20211123,1
35,20211125,1
35,20211126,1
35,20211130,1
35,20211202,1
35,20211203,1
35,20211207,1
35,20211209,1
35,20211210,1
36,20210927,1
36,20210929,1
36,20211004,1
36,20211006,1
36,20211011,1
36,20211013,1
36,20211018,1
36,20211020,1
36,20211025,1
36,20211027,1
36,20211108,1
36,20211110,1
36,20211115,1
36,20211117,1
36,20211122,1
36,20211124,1
36,20211129,1
36,20211201,1
36,20211206,1
36,20211208,1
37,20211103,1
38,20211101,1
38,20211102,1
38,20211103,1
38,20211104,1
38,20211105,1
38,20211203,1
39,20210927,1
39,20210928,1
39,20210930,1
39,20211001,1
39,20211004,1
39,20211005,1
39,20211007,1
39,20211008,1
39,20211011,1
39,20211012,1
39,20211014,1
39,20211015,1
39,20211018,1
39,20211019,1
39,20211021,1
39,20211022,1
39,20211025,1
39,20211026,1
39,20211028,1
39,20211029,1
39,20211108,1
39,20211109,1
39,20211111,1
39,20211112,1
39,20211115,1
39,20211116,1
39,20211118,1
39,20211119,1
39,20211122,1
39,20211123,1
39,20211125,1
39,20211126,1
39,20211129,1
39,20211130,1
39,20211202,1
39,20211206,1
39,20211207,1
39,20211209,1
39,20211210,1
40,20210929,1
40,20211006,1
40,20211013,1
40,20211020,1
40,20211027,1
40,20211103,1
40,20211110,1
40,20211117,1
40,20211124,1
40,20211201,1
40,20211208,1
41,20211101,1
41,20211102,1
41,20211104,1
41,20211105,1
41,20211203,1
42,20210927,1
42,20210928,1
42,20210930,1
42,20211001,1
42,20211004,1
42,20211005,1
42,20211007,1
42,20211008,1
42,20211011,1
42,20211012,1
42,20211014,1
42,20211015,1
42,20211018,1
42,20211019,1
42,20211021,1
42,20211022,1
42,20211025,1
42,20211026,1
42,20211028,1
42,20211029,1
42,20211101,1
42,20211102,1
42,20211104,1
42,20211105,1
42,20211108,1
42,20211109,1
42,20211111,1
42,20211112,1
42,20211115,1
42,20211116,1
42,20211118,1
42,20211119,1
42,20211122,1
42,20211123,1
42,20211125,1
42,20211126,1
42,20211129,1
42,20211130,1
42,20211202,1
42,20211203,1
42,20211206,1
42,20211207,1
42,20211209,1
42,20211210,1
43,20210927,1
43,20211001,1
43,20211004,1
43,20211008,1
43,20211011,1
43,20211015,1
43,20211018,1
43,20211022,1
43,20211025,1
43,20211029,1
43,20211108,1
43,20211112,1
43,20211115,1
43,20211119,1
43,20211122,1
43,20211126,1
43,20211129,1
43,20211206,1
43,20211210,1
44,20210928,1
44,20211001,1
44,20211005,1
44,20211008,1
44,20211012,1
44,20211015,1
44,20211019,1
44,20211022,1
44,20211026,1
44,20211029,1
44,20211109,1
44,20211112,1
44,20211116,1
44,20211119,1
44,20211123,1
44,20211126,1
44,20211130,1
44,20211207,1
44,20211210,1
45,20210929,1
45,20210930,1
45,20211006,1
45,20211007,1
45,20211013,1
45,20211014,1
45,20211020,1
45,20211021,1
45,20211027,1
45,20211028,1
45,20211110,1
45,20211111,1
45,20211117,1
45,20211118,1
45,20211124,1
45,20211125,1
45,20211201,1
45,20211202,1
45,20211208,1
45,20211209,1
46,20210930,1
46,20211001,1
46,20211007,1
46,20211008,1
46,20211014,1
46,20211015,1
46,20211021,1
46,20211022,1
46,20211028,1
46,20211029,1
46,20211111,1
46,20211112,1
46,20211118,1
46,20211119,1
46,20211125,1
46,20211126,1
46,20211202,1
46,20211209,1
46,20211210,1
47,20210928,1
47,20210930,1
47,20211001,1
47,20211005,1
47,20211007,1
47,20211008,1
47,20211012,1
47,20211014,1
47,20211015,1
47,20211019,1
47,20211021,1
47,20211022,1
47,20211026,1
47,20211028,1
47,20211029,1
47,20211109,1
47,20211111,1
47,20211112,1
47,20211116,1
47,20211118,1
47,20211119,1
47,20211123,1
47,20211125,1
47,20211126,1
47,20211130,1
47,20211202,1
47,20211207,1
47,20211209,1
47,20211210,1
48,20210927,1
48,20210928,1
48,20210929,1
48,20211004,1
48,20211005,1
48,20211006,1
48,20211011,1
48,20211012,1
48,20211013,1
48,20211018,1
48,20211019,1
48,20211020,1
48,20211025,1
48,20211026,1
48,20211027,1
48,20211108,1
48,20211109,1
48,20211110,1
48,20211115,1
48,20211116,1
48,20211117,1
48,20211122,1
48,20211123,1
48,20211124,1
48,20211129,1
48,20211130,1
48,20211201,1
48,20211206,1
48,20211207,1
48,20211208,1
49,20210927,1
49,20210928,1
49,20210929,1
49,20210930,1
49,20211001,1
49,20211003,1
49,20211004,1
49,20211005,1
49,20211006,1
49,20211007,1
49,20211008,1
49,20211010,1
49,20211011,1
49,20211012,1
49,20211013,1
49,20211014,1
49,20211015,1
49,20211017,1
49,20211018,1
49,20211019,1
49,20211020,1
49,20211021,1
49,20211022,1
49,20211024,1
49,20211025,1
49,20211026,1
49,20211027,1
49,20211028,1
49,20211029,1
49,20211031,1
49,20211101,1
49,20211102,1
49,20211103,1
49,20211104,1
49,20211105,1
49,20211106,1
49,20211107,1
49,20211108,1
49,20211109,1
49,20211110,1
49,20211111,1
49,20211112,1
49,20211114,1
49,20211115,1
49,20211116,1
49,20211117,1
49,20211118,1
49,20211119,1
49,20211121,1
49,20211122,1
49,20211123,1
49,20211124,1
49,20211125,1
49,20211126,1
49,20211128,1
49,20211129,1
49,20211130,1
49,20211201,1
49,20211202,1
49,20211203,1
49,20211205,1
49,20211206,1
49,20211207,1
49,20211208,1
49,20211209,1
49,20211210,1
50,20210927,1
50,20210928,1
50,20210930,1
50,20211001,1
50,20211004,1
50,20211005,1
50,20211007,1
50,20211008,1
50,20211011,1
50,20211012,1
50,20211014,1
50,20211015,1
50,20211018,1
50,20211019,1
50,20211021,1
50,20211022,1
50,20211025,1
50,20211026,1
50,20211028,1
50,20211029,1
50,20211108,1
50,20211109,1
50,20211111,1
50,20211112,1
50,20211115,1
50,20211116,1
50,20211118,1
50,20211119,1
50,20211122,1
50,20211123,1
50,20211125,1
50,20211126,1
50,20211129,1
50,20211130,1
50,20211202,1
50,20211203,1
50,20211206,1
50,20211207,1
50,20211209,1
50,20211210,1
51,20211106,1
52,20210928,1
52,20210929,1
52,20211001,1
52,20211005,1
52,20211006,1
52,20211008,1
52,20211012,1
52,20211013,1
52,20211015,1
52,20211019,1
52,20211020,1
52,20211022,1
52,20211026,1
52,20211027,1
52,20211029,1
52,20211109,1
52,20211110,1
52,20211112,1
52,20211116,1
52,20211117,1
52,20211119,1
52,20211123,1
52,20211124,1
52,20211126,1
52,20211130,1
52,20211201,1
52,20211203,1
52,20211207,1
52,20211208,1
52,20211210,1
53,20210927,1
53,20210928,1
53,20210929,1
53,20210930,1
53,20211001,1
53,20211004,1
53,20211005,1
53,20211006,1
53,20211007,1
53,20211008,1
53,20211011,1
53,20211012,1
53,20211013,1
53,20211014,1
53,20211015,1
53,20211018,1
53,20211019,1
53,20211020,1
53,20211021,1
53,20211022,1
53,20211025,1
53,20211026,1
53,20211027,1
53,20211028,1
53,20211029,1
53,20211101,1
53,20211102,1
53,20211103,1
53,20211104,1
53,20211108,1
53,20211109,1
53,20211110,1
53,20211111,1
53,20211112,1
53,20211115,1
53,20211116,1
53,20211117,1
53,20211118,1
53,20211119,1
53,20211122,1
53,20211123,1
53,20211124,1
53,20211125,1
53,20211126,1
53,20211129,1
53,20211130,1
53,20211201,1
53,20211202,1
53,20211203,1
53,20211206,1
53,20211207,1
53,20211208,1
53,20211209,1
53,20211210,1
54,20211105,1
55,20210927,1
55,20210928,1
55,20210929,1
55,20210930,1
55,20211001,1
55,20211002,1
55,20211003,1
55,20211004,1
55,20211005,1
55,20211006,1
55,20211007,1
55,20211008,1
55,20211009,1
55,20211010,1
55,20211011,1
55,20211012,1
55,20211013,1
55,20211014,1
55,20211015,1
55,20211016,1
55,20211017,1
55,20211018,1
55,20211019,1
55,20211020,1
55,20211021,1
55,20211022,1
55,20211023,1
55,20211024,1
55,20211025,1
55,20211026,1
55,20211027,1
55,20211028,1
55,20211029,1
55,20211030,1
55,20211031,1
55,20211101,1
55,20211102,1
55,20211103,1
55,20211104,1
55,20211105,1
55,20211106,1
55,20211107,1
55,20211108,1
55,20211109,1
55,20211110,1
55,20211111,1
55,20211112,1
55,20211113,1
55,20211114,1
55,20211115,1
55,20211116,1
55,20211117,1
55,20211118,1
55,20211119,1
55,20211120,1
55,20211121,1
55,20211122,1
55,20211123,1
55,20211124,1
55,20211125,1
55,20211126,1
55,20211127,1
55,20211129,1
55,20211130,1
55,20211201,1
55,20211202,1
55,20211203,1
55,20211204,1
55,20211206,1
55,20211207,1
55,20211208,1
55,20211209,1
55,20211210,1
55,20211211,1
56,20211128,1
56,20211205,1
