from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
9022003780233002,9022003780233001,1,,33010000141080929,33010000142714216
9022003780050001,9022003780050001,1,,33010000141080929,33010000142754827
9022003780050001,9022003780050001,1,,33010000141080929,33010000142752737
9022003780050001,9022003780050002,1,,33010000141080929,33010000152549246
9022003780050001,9022003780050001,1,,33010000141081013,33010000142752969
9022003780050001,9022003780050001,1,,33010000141081013,33010000142754943
9022003780233002,9022003780233001,1,,33010000141081013,33010000142714328
9022003780050001,9022003780050002,1,,33010000141081013,33010000152548364
9022003780050001,9022003780050001,1,,33010000141081055,33010000142753085
9022003780233002,9022003780233001,1,,33010000141081055,33010000142713471
9022003780050001,9022003780050002,1,,33010000141081055,33010000152548490
9022003780233002,9022003780233001,1,,33010000141081265,33010000142713807
9022003780050001,9022003780050001,1,,33010000141081265,33010000142754361
9022003780050001,9022003780050002,1,,33010000141081265,33010000152549690
9022003780233002,9022003780233001,1,,33010000141081307,33010000142713863
9022003780050001,9022003780050001,1,,33010000141081307,33010000142754477
9022003780233002,9022003780233001,1,,33010000141081349,33010000142713919
9022003780050001,9022003780050001,1,,33010000141081349,33010000142754535
9022003780050001,9022003780050001,1,,33010000142759119,33010000142753665
9022003780050001,9022003780050002,1,,33010000142759119,33010000157636270
9022003780233002,9022003780233001,1,,33010000141080803,33010000142714048
9022003780050001,9022003780050001,1,,33010000141080803,33010000142753375
9022003780050001,9022003780050002,1,,33010000141080803,33010000152550937
9022003780050001,9022003780050001,1,,33010000141081391,33010000142754593
9022003780050001,9022003780050001,1,,33010000141081433,33010000142754711
9022003780050001,9022003780050001,1,,33010000141080677,33010000142753607
9022003780233002,9022003780233001,1,,33010000141080677,33010000142713415
9022003780050001,9022003780050002,1,,33010000141080677,33010000157636207
9022003780050001,9022003780050001,1,,33010000141080761,33010000142753723
9022003780233002,9022003780233001,1,,33010000141080761,33010000142714104
9022003780050001,9022003780050002,1,,33010000141080761,33010000152549120
9022003780233002,9022003780233001,1,,33010000141080887,33010000142714384
9022003780050001,9022003780050001,1,,33010000141080887,33010000142753955
9022003780050001,9022003780050002,1,,33010000141080887,33010000152548994
9022003780050001,9022003780050001,1,,33010000141081139,33010000142754013
9022003780233002,9022003780233001,1,,33010000141081139,33010000142713977
9022003780050001,9022003780050002,1,,33010000141081139,33010000157636333
9022003780233002,9022003780233001,1,,33010000141081223,33010000142713751
9022003780050001,9022003780050001,1,,33010000141081223,33010000142754245
9022003780050001,9022003780050002,1,,33010000141081223,33010000152549564
9022003780233002,9022003780233001,1,,33010000141081481,33010000142713639
9022003780050001,9022003780050001,1,,33010000141081481,33010000142755175
9022003780050001,9022003780050001,1,,33010000142752737,33010000144018209
9022003780050001,9022003780050001,1,,33010000142752853,33010000144018282
9022003780050001,9022003780050001,1,,33010000142753607,33010000144019895
9022003780050001,9022003780050001,1,,33010000142754129,33010000144019224
9022003780050001,9022003780050001,1,,33010000142754245,33010000144018726
9022003780050001,9022003780050001,1,,33010000142754245,33010000144019297
9022003780050001,9022003780050001,1,,33010000142754477,33010000144019443
9022003780050001,9022003780050001,1,,33010000142755059,33010000144018501
9022003780050001,9022003780050001,1,,33010000142752621,33010000144018136
9022003780050001,9022003780050001,1,,33010000142752969,33010000144018355
9022003780050001,9022003780050001,1,,33010000142753201,33010000144018501
9022003780050001,9022003780050001,1,,33010000142753375,33010000144018811
9022003780050001,9022003780050001,1,,33010000142753491,33010000144019822
9022003780050001,9022003780050001,1,,33010000142753085,33010000144018428
9022003780050001,9022003780050001,1,,33010000142753259,33010000144019749
9022003780050001,9022003780050001,1,,33010000142753665,33010000142758995
9022003780050001,9022003780050001,1,,33010000142754013,33010000144018653
9022003780050001,9022003780050001,1,,33010000142754013,33010000144019151
9022003780050001,9022003780050001,1,,33010000142754361,33010000144019370
9022003780050001,9022003780050001,1,,33010000142754535,33010000144019516
9022003780050001,9022003780050001,1,,33010000142754593,33010000144019589
9022003780050001,9022003780050001,1,,33010000142754711,33010000144019664
9022003780050001,9022003780050001,1,,33010000142754827,33010000144018209
9022003780050001,9022003780050001,1,,33010000142754943,33010000144018355
9022003780050001,9022003780050001,1,,33010000142755175,33010000144018580
9022003780050002,9022003780050001,1,,33010000157636207,33010000144019895
9022003780050002,9022003780050001,1,,33010000157636270,33010000142758995
9022003780050002,9022003780050001,1,,33010000157636333,33010000144019151
9022003780050002,9022003780050001,1,,33010000142758220,33010000144018136
9022003780050002,9022003780050001,1,,33010000152548238,33010000144018282
9022003780050002,9022003780050001,1,,33010000152548364,33010000144018355
9022003780050002,9022003780050001,1,,33010000152549438,33010000144019224
9022003780050002,9022003780050001,1,,33010000152550937,33010000144018811
9022003780050002,9022003780050001,1,,33010000152548616,33010000144018501
9022003780050002,9022003780050001,1,,33010000152548868,33010000144019822
9022003780050002,9022003780050001,1,,33010000152549246,33010000144018209
9022003780050002,9022003780050001,1,,33010000152549690,33010000144019370
9022003780050002,9022003780050001,1,,33010000152549564,33010000144019297
9022003780050002,9022003780050001,1,,33010000152548490,33010000144018428
9022003780050002,9022003780050001,1,,33010000152548742,33010000144019749
9022003700302001,9022003700302002,1,,33010000157633362,33010000149807107
9022003700302001,9022003700302002,1,,33010000157633104,33010000142746037
9022003700302001,9022003700302002,1,,33010000157633184,33010000142746072
9022003700302001,9022003700302002,1,,33010000151336638,33010000142746184
9022003700302001,9022003700302002,1,,33010000151336282,33010000142746037
9022003700302001,9022003700302002,1,,33010000151336533,33010000158659037
9022003700302001,9022003700302002,1,,33010000151336736,33010000142745885
9022003700302001,9022003700302002,1,,33010000151336985,33010000142745851
9022003700302001,9022003700302002,1,,33010000151336585,33010000142746116
9022003700302001,9022003700302002,1,,33010000151336936,33010000142746150
9022003700302001,9022003700302002,1,,33010000151337594,33010000142746116
9022003700302001,9022003700302002,1,,33010000142745482,33010000151335515
9022003700302001,9022003700302002,1,,33010000142745666,33010000151334948
9022003700302001,9022003700302002,1,,33010000142745737,33010000151335621
9022003700302001,9022003700302002,1,,33010000142745697,33010000151334999
9022003700302001,9022003700302002,1,,33010000142745768,33010000151335674
9022003700302001,9022003700302002,1,,33010000142745799,33010000151335169
9022003780367001,9022003780367001,1,,33010000157630538,33010000159003153
9022003780367001,9022003780367001,1,,33010000157630613,33010000158995317
9022003780367001,9022003780367001,1,,33010000157630693,33010000159003153
9022003780367001,9022003780367001,1,,33010000142740449,33010000158995926
9022003780367001,9022003780367001,1,,33010000142739701,33010000159002283
9022003780367001,9022003780367001,1,,33010000144592147,33010000158998273
9022003780367001,9022003780367001,1,,33010000142739765,33010000158994613
9022003780367001,9022003780367001,1,,33010000142739765,33010000159003501
9022003780367001,9022003780367001,1,,33010000142740383,33010000158996622
9022003780021001,9022003780021001,1,,33010000142737036,33010000143319932
9022003780021001,9022003780021001,1,,33010000142737075,33010000143319714
9022003780021001,9022003780021001,1,,33010000145556237,33010000143319186
9022003780021001,9022003780021001,1,,33010000142737170,33010000143319095
9022003780107001,9022003780107001,1,,33010000142735910,33010000138523297
9022003780107001,9022003780107001,1,,33010000145301681,33010000137600428
9022003780107001,9022003780107001,1,,33010000145301728,33010000138523552
9022003780107001,9022003780107001,1,,33010000145301872,33010000138523348
9022003780107001,9022003780107004,1,,33010000137602540,33010000148647063
9022003780107001,9022003780107002,1,,33010000137602598,33010000145302096
9022003780107001,9022003780107004,1,,33010000137601552,33010000157429775
9022003780107001,9022003780107002,1,,33010000137602656,33010000145301917
9022003780107001,9022003780107004,1,,33010000137601610,33010000142732466
9022003780107001,9022003780107002,1,,33010000137601610,33010000145302354
9022003780107001,9022003780107001,1,,33010000142732033,33010000137600428
9022003780107001,9022003780107001,1,,33010000148646933,33010000138523960
9022003780107001,9022003780107001,1,,33010000142732136,33010000137600328
9022003780107001,9022003780107001,1,,33010000142732098,33010000138523348
9022003780869001,9022003780869001,1,,33010000159019001,33010000138990500
9022003780376002,9022003780376002,1,,33010000147828064,33010000144588102
9022003780376001,9022003780376001,1,,33010000147827644,33010000142710996
9022003730000003,9022003730000002,1,,33010000142714890,33010000142579028
9022003780233002,9022003780233001,1,,33010000158675705,33010000144018282
9022003780233002,9022003780233001,1,,33010000158676235,33010000144019443
9022003780233002,9022003780233001,1,,33010000158675493,33010000144019078
9022003780233002,9022003780233001,1,,33010000158675546,33010000144018811
9022003780233002,9022003780233001,1,,33010000158675652,33010000144018209
9022003780233002,9022003780233001,1,,33010000158675758,33010000144018355
9022003780233002,9022003780233001,1,,33010000158676076,33010000144019224
9022003780233002,9022003780233001,1,,33010000158676288,33010000144019516
9022003780233002,9022003780233001,1,,33010000158675599,33010000144018136
9022003780233002,9022003780233001,1,,33010000158675811,33010000144018428
9022003780233002,9022003780233001,1,,33010000158676023,33010000144019151
9022003780233002,9022003780233001,1,,33010000158676129,33010000144019297
9022003780233002,9022003780233001,1,,33010000158675332,33010000144019589
9022003780233002,9022003780233001,1,,33010000158675387,33010000144019822
9022003780233002,9022003780233001,1,,33010000158675440,33010000144019005
9022003780233002,9022003780233001,1,,33010000158675864,33010000144018501
9022003780233002,9022003780233001,1,,33010000158675917,33010000144019749
9022003780233002,9022003780233001,1,,33010000158675970,33010000144019895
9022003780233002,9022003780233001,1,,33010000158676182,33010000144019370
9022003780376002,9022003780376002,1,,33010000157591425,33010000157595700
9022003780376002,9022003780376002,1,,33010000147740317,33010000144588102
9022003780376002,9022003780376002,1,,33010000147740444,33010000142722772
9022003781210012,9022003781210001,1,,33010000151305292,33010000157365861
9022003781210012,9022003781210010,1,,33010000151305264,33010000151281231
9022003781210012,9022003781210001,1,,33010000151305264,33010000157365758
9022003781210012,9022003781210001,1,,33010000151305180,33010000157365552
9022003781210012,9022003781210001,1,,33010000151305208,33010000157365655
9022003781210012,9022003781210001,1,,33010000151304281,33010000157365861
9022003781210012,9022003781210001,1,,33010000151304259,33010000157365449
9022003781210012,9022003781210001,1,,33010000151304309,33010000157365552
9022003781210012,9022003781210010,1,,33010000151304359,33010000151281231
9022003781210012,9022003781210001,1,,33010000151304359,33010000157365758
9022003781210012,9022003781210001,1,,33010000157589217,33010000157366273
9022003781210012,9022003781210001,1,,33010000151303586,33010000157365449
9022003781210012,9022003781210001,1,,33010000151303605,33010000157365552
9022003781210012,9022003781210001,1,,33010000151303681,33010000157365861
9022003781210012,9022003781210010,1,,33010000151303662,33010000151281231
9022003781210012,9022003781210001,1,,33010000151303662,33010000157365758
9022003781210012,9022003781210001,1,,33010000151303624,33010000157365655
9022003781210010,9022003781210010,1,,33010000151299679,33010000151283581
9022003781210010,9022003781210010,1,,33010000151299917,33010000151282811
9022003781210010,9022003781210001,1,,33010000151299890,33010000157365655
9022003781210010,9022003781210010,1,,33010000151299944,33010000151283141
9022003793051002,9022003793051001,1,,33010000151294619,33010000143323619
9022003793035002,9022003793035002,1,,33010000151294619,33010000152452396
9022003793051002,9022003793051001,1,,33010000151294619,33010000152452396
9022003793035002,9022003793035001,1,,33010000151294892,33010000143321477
9022003793035002,9022003793035001,1,,33010000151295276,33010000143321913
9022003793051002,9022003793051001,1,,33010000151295416,33010000143319095
9022003793035002,9022003793035002,1,,33010000151295416,33010000157372861
9022003793051002,9022003793051001,1,,33010000151295416,33010000157372861
9022003793035002,9022003793035001,1,,33010000151295526,33010000143321695
9022003793051002,9022003793051001,1,,33010000151294674,33010000143324479
9022003793035002,9022003793035002,1,,33010000151294674,33010000152452588
9022003793051002,9022003793051001,1,,33010000151294674,33010000152452588
9022003793035002,9022003793035001,1,,33010000151294831,33010000143321477
9022003793035002,9022003793035001,1,,33010000151294950,33010000143321259
9022003793051002,9022003793051001,1,,33010000151295166,33010000143320350
9022003793035002,9022003793035002,1,,33010000151295166,33010000143324965
9022003793035002,9022003793035001,1,,33010000151295331,33010000143322131
9022003793035002,9022003793035002,1,,33010000151295331,33010000157371805
9022003793051002,9022003793051001,1,,33010000151295331,33010000157371805
9022003793035002,9022003793035001,1,,33010000151295471,33010000143320932
9022003793051002,9022003793051001,1,,33010000151294564,33010000143323437
9022003793035002,9022003793035002,1,,33010000151294564,33010000143328740
9022003793051002,9022003793051001,1,,33010000151294564,33010000143328740
9022003793051002,9022003793051001,1,,33010000151295221,33010000143320532
9022003793035002,9022003793035002,1,,33010000151295221,33010000143325119
9022003705003004,9022003705003002,1,,33010000143997613,33010000151272599
9022003705003004,9022003705003002,1,,33010000143997876,33010000151272763
9022003705003004,9022003705003001,1,,33010000143998402,33010000143852907
9022003705003004,9022003705003002,1,,33010000143998402,33010000151274239
9022003705003004,9022003705003007,1,,33010000143996824,33010000151231967
9022003705003004,9022003705003002,1,,33010000143996824,33010000151273747
9022003705003004,9022003705003002,1,,33010000143997087,33010000151272927
9022003705003004,9022003705003002,1,,33010000143996561,33010000151273583
9022003705003004,9022003705003007,1,,33010000143997350,33010000151231831
9022003705003004,9022003705003002,1,,33010000143997350,33010000151273091
9022003705003004,9022003705003001,1,,33010000143998139,33010000143852761
9022003705003004,9022003705003002,1,,33010000143998139,33010000151273911
9022003705003003,9022003705003007,1,,33010000143973724,33010000151231831
9022003705003003,9022003705003002,1,,33010000143973724,33010000151273091
9022003705003003,9022003705003002,1,,33010000143974262,33010000151272763
9022003705003003,9022003705003001,1,,33010000143976160,33010000143851867
9022003705003003,9022003705003002,1,,33010000143976160,33010000151268796
9022003705003003,9022003705003002,1,,33010000143976160,33010000151272271
9022003705003003,9022003705003002,1,,33010000143976429,33010000151268960
9022003705003003,9022003705003002,1,,33010000143976429,33010000151271943
9022003705003003,9022003705003002,1,,33010000143979388,33010000151275551
9022003705003003,9022003705003002,1,,33010000143980194,33010000151267648
9022003705003003,9022003705003002,1,,33010000143972623,33010000151273255
9022003705003003,9022003705003002,1,,33010000143972917,33010000151273583
9022003705003003,9022003705003002,1,,33010000143973993,33010000151272599
9022003705003003,9022003705003007,1,,33010000143973993,33010000157362245
9022003705003003,9022003705003001,1,,33010000143975622,33010000143851721
9022003705003003,9022003705003001,1,,33010000143975622,33010000143853053
9022003705003003,9022003705003002,1,,33010000143975622,33010000151268468
9022003705003003,9022003705003002,1,,33010000143975622,33010000151274567
9022003705003003,9022003705003002,1,,33010000143975891,33010000151268632
9022003705003003,9022003705003002,1,,33010000143975891,33010000151274731
9022003705003003,9022003705003001,1,,33010000143976967,33010000143852013
9022003705003003,9022003705003002,1,,33010000143976967,33010000151269124
9022003705003003,9022003705003002,1,,33010000143976967,33010000151271779
9022003705003003,9022003705003001,1,,33010000143978581,33010000143854075
9022003705003003,9022003705003002,1,,33010000143978581,33010000151269616
9022003705003003,9022003705003002,1,,33010000143978581,33010000151275059
9022003705003003,9022003705003001,1,,33010000143978850,33010000143850553
9022003705003003,9022003705003002,1,,33010000143978850,33010000151275223
9022003705003003,9022003705003001,1,,33010000143979119,33010000143852305
9022003705003003,9022003705003002,1,,33010000143979119,33010000151269780
9022003705003003,9022003705003002,1,,33010000143979119,33010000151275387
9022003705003003,9022003705003001,1,,33010000143979926,33010000143852907
9022003705003003,9022003705003002,1,,33010000143979926,33010000151274239
9022003705003003,9022003705003001,1,,33010000143980462,33010000143851429
9022003705003003,9022003705003002,1,,33010000143980462,33010000151267812
9022003705003003,9022003705003002,1,,33010000143980730,33010000151267976
9022003705003003,9022003705003007,1,,33010000143973186,33010000151231967
9022003705003003,9022003705003002,1,,33010000143973186,33010000151273747
9022003705003003,9022003705003001,1,,33010000143974815,33010000143852761
9022003705003003,9022003705003002,1,,33010000143974815,33010000151273911
9022003705003003,9022003705003007,1,,33010000143974815,33010000157362204
9022003705003003,9022003705003001,1,,33010000143975084,33010000143851575
9022003705003003,9022003705003002,1,,33010000143975084,33010000151268140
9022003705003003,9022003705003002,1,,33010000143975084,33010000151274075
9022003705003003,9022003705003002,1,,33010000143975353,33010000151268304
9022003705003003,9022003705003002,1,,33010000143975353,33010000151274403
9022003705003003,9022003705003002,1,,33010000143976698,33010000151272107
9022003705003003,9022003705003001,1,,33010000143978043,33010000143852159
9022003705003003,9022003705003001,1,,33010000143978043,33010000143853929
9022003705003003,9022003705003002,1,,33010000143978043,33010000151269452
9022003705003003,9022003705003002,1,,33010000143978043,33010000151271453
9022003705003003,9022003705003001,1,,33010000143979657,33010000143850699
9022003705003003,9022003705003002,1,,33010000143979657,33010000151270619
9022003705003003,9022003705003002,1,,33010000143979657,33010000151275715
9022003705003003,9022003705003002,1,,33010000143972767,33010000151273419
9022003705003003,9022003705003002,1,,33010000143973455,33010000151272927
9022003705003003,9022003705003002,1,,33010000143977236,33010000151271615
9022003705003003,9022003705003001,1,,33010000143977505,33010000143853637
9022003705003003,9022003705003002,1,,33010000143977505,33010000151269288
9022003705003003,9022003705003002,1,,33010000143977505,33010000151271125
9022003705003003,9022003705003001,1,,33010000143977774,33010000143853783
9022003705003003,9022003705003002,1,,33010000143977774,33010000151271289
9022003705003003,9022003705003002,1,,33010000143978312,33010000151274895
9022003705003003,9022003705003007,1,,33010000158557289,33010000151231967
9022003705003003,9022003705003002,1,,33010000158557289,33010000151273747
9022003705003003,9022003705003002,1,,33010000158558087,33010000151272599
9022003705003003,9022003705003002,1,,33010000158559417,33010000151272435
9022003705003003,9022003705003002,1,,33010000158559683,33010000151271943
9022003705003003,9022003705003001,1,,33010000158561279,33010000143850553
9022003705003003,9022003705003002,1,,33010000158561279,33010000151275223
9022003705003003,9022003705003002,1,,33010000158561811,33010000151275551
9022003705003003,9022003705003002,1,,33010000158564849,33010000151271615
9022003705003003,9022003705003001,1,,33010000158562077,33010000143850699
9022003705003003,9022003705003002,1,,33010000158562077,33010000151275715
9022003705003003,9022003705003002,1,,33010000158562923,33010000151272763
9022003705003003,9022003705003002,1,,33010000158563460,33010000151272107
9022003705003003,9022003705003002,1,,33010000158557023,33010000151273583
9022003705003003,9022003705003002,1,,33010000158557555,33010000151272927
9022003705003003,9022003705003001,1,,33010000158560215,33010000143853783
9022003705003003,9022003705003002,1,,33010000158560215,33010000151271289
9022003705003003,9022003705003001,1,,33010000158560481,33010000143853929
9022003705003003,9022003705003002,1,,33010000158560481,33010000151271453
9022003705003003,9022003705003002,1,,33010000158561545,33010000151275387
9022003705003003,9022003705003002,1,,33010000158564008,33010000151271615
9022003705003003,9022003705003002,1,,33010000158564281,33010000151272107
9022003705003003,9022003705003007,1,,33010000158557821,33010000151231831
9022003705003003,9022003705003002,1,,33010000158557821,33010000151273091
9022003705003003,9022003705003001,1,,33010000158558353,33010000143852761
9022003705003003,9022003705003002,1,,33010000158558353,33010000151273911
9022003705003003,9022003705003001,1,,33010000158558619,33010000143852907
9022003705003003,9022003705003002,1,,33010000158558619,33010000151274239
9022003705003003,9022003705003001,1,,33010000158559949,33010000143853637
9022003705003003,9022003705003002,1,,33010000158559949,33010000151271125
9022003705003003,9022003705003002,1,,33010000158560747,33010000151274895
9022003705003003,9022003705003001,1,,33010000158561013,33010000143854075
9022003705003003,9022003705003002,1,,33010000158561013,33010000151275059
9022003705003003,9022003705003002,1,,33010000158563734,33010000151271779
9022003705003003,9022003705003002,1,,33010000158564565,33010000151271779
9022003705003003,9022003705003001,1,,33010000143948418,33010000143850845
9022003705003003,9022003705003001,1,,33010000143948418,33010000143852451
9022003705003003,9022003705003002,1,,33010000143949803,33010000151270294
9022003705003003,9022003705003002,1,,33010000143950657,33010000151270456
9022003705003003,9022003705003002,1,,33010000143948141,33010000151275879
9022003705003003,9022003705003002,1,,33010000143948695,33010000151269970
9022003705003003,9022003705003002,1,,33010000143949249,33010000151270132
9022003705003006,9022003705003001,1,,33010000143943900,33010000158991656
9022003705003006,9022003705003002,1,,33010000143946185,33010000151272927
9022003705003006,9022003705003002,1,,33010000143945938,33010000151272763
9022003705003006,9022003705003002,1,,33010000143943388,33010000151271779
9022003705003005,9022003705003003,1,,33010000143924893,33010000143974262
9022003705003005,9022003705003004,1,,33010000143924893,33010000143997876
9022003705003005,9022003705003002,1,,33010000143924893,33010000151272599
9022003705003005,9022003705003003,1,,33010000143924893,33010000158562923
9022003705003005,9022003705003004,1,,33010000143925940,33010000143992343
9022003705003005,9022003705003002,1,,33010000143925940,33010000151268632
9022003705003005,9022003705003003,1,,33010000143925940,33010000158563189
9022003705003005,9022003705003003,1,,33010000143926360,33010000143973993
9022003705003005,9022003705003004,1,,33010000143926360,33010000143997613
9022003705003005,9022003705003007,1,,33010000143926360,33010000151231831
9022003705003005,9022003705003002,1,,33010000143926360,33010000151273091
9022003705003005,9022003705003003,1,,33010000143926360,33010000158558087
9022003705003005,9022003705003002,1,,33010000143926568,33010000151267976
9022003705003005,9022003705003003,1,,33010000143926568,33010000158558353
9022003705003005,9022003705003003,1,,33010000143924637,33010000143973455
9022003705003005,9022003705003004,1,,33010000143924637,33010000143997087
9022003705003005,9022003705003007,1,,33010000143924637,33010000151231967
9022003705003005,9022003705003002,1,,33010000143924637,33010000151273747
9022003705003005,9022003705003003,1,,33010000143924637,33010000158557555
9022003705003005,9022003705003003,1,,33010000143925102,33010000143974815
9022003705003005,9022003705003004,1,,33010000143925102,33010000143998139
9022003705003005,9022003705003002,1,,33010000143925102,33010000151272763
9022003705003005,9022003705003003,1,,33010000143925102,33010000158558353
9022003705003005,9022003705003004,1,,33010000143925520,33010000143998665
9022003705003005,9022003705003002,1,,33010000143925520,33010000151268304
9022003705003005,9022003705003002,1,,33010000143925520,33010000151274403
9022003705003005,9022003705003003,1,,33010000143925520,33010000158558885
9022003705003005,9022003705003003,1,,33010000143925311,33010000143979926
9022003705003005,9022003705003004,1,,33010000143925311,33010000143998402
9022003705003005,9022003705003002,1,,33010000143925311,33010000151274075
9022003705003005,9022003705003003,1,,33010000143925311,33010000158558619
9022003705003005,9022003705003001,1,,33010000143925729,33010000143853053
9022003705003005,9022003705003004,1,,33010000143925729,33010000143998928
9022003705003005,9022003705003002,1,,33010000143925729,33010000151274567
9022003705003005,9022003705003003,1,,33010000143925729,33010000158559151
9022003705003005,9022003705003003,1,,33010000143926152,33010000143973724
9022003705003005,9022003705003004,1,,33010000143926152,33010000143997350
9022003705003005,9022003705003002,1,,33010000143926152,33010000151272927
9022003705003005,9022003705003003,1,,33010000143926152,33010000158557821
9022003705003005,9022003705003006,1,,33010000143927853,33010000143945679
9022003705003005,9022003705003004,1,,33010000143928062,33010000143996288
9022003705003005,9022003705003001,1,,33010000143928508,33010000143850553
9022003705003005,9022003705003003,1,,33010000143928508,33010000143979119
9022003705003005,9022003705003004,1,,33010000143928508,33010000143994983
9022003705003005,9022003705003002,1,,33010000143928508,33010000151275223
9022003705003005,9022003705003003,1,,33010000143928508,33010000158561545
9022003705003005,9022003705003001,1,,33010000143929340,33010000143850845
9022003705003005,9022003705003003,1,,33010000143929340,33010000143948695
9022003705003005,9022003705003004,1,,33010000143929340,33010000143995774
9022003705003005,9022003705003003,1,,33010000143929548,33010000143949249
9022003705003005,9022003705003004,1,,33010000143929548,33010000143996031
9022003705003005,9022003705003001,1,,33010000143930381,33010000143853491
9022003705003005,9022003705003001,1,,33010000143930798,33010000143853783
9022003705003005,9022003705003003,1,,33010000143927013,33010000143947864
9022003705003005,9022003705003002,1,,33010000143927013,33010000151270619
9022003705003005,9022003705003001,1,,33010000143929963,33010000143854075
9022003705003005,9022003705003003,1,,33010000143929963,33010000143978850
9022003705003005,9022003705003004,1,,33010000143929963,33010000143994719
9022003705003005,9022003705003002,1,,33010000143929963,33010000151275059
9022003705003005,9022003705003003,1,,33010000143929963,33010000158561279
9022003705003005,9022003705003001,1,,33010000143931552,33010000143853345
9022003705003005,9022003705003006,1,,33010000143931552,33010000143943388
9022003705003005,9022003705003003,1,,33010000143927221,33010000143948972
9022003705003005,9022003705003002,1,,33010000143927221,33010000151269970
9022003705003005,9022003705003003,1,,33010000143928716,33010000143979388
9022003705003005,9022003705003002,1,,33010000143928716,33010000151275387
9022003705003005,9022003705003003,1,,33010000143928716,33010000158561811
9022003705003005,9022003705003006,1,,33010000143928924,33010000143945171
9022003705003005,9022003705003003,1,,33010000143928924,33010000143979657
9022003705003005,9022003705003004,1,,33010000143928924,33010000143995260
9022003705003005,9022003705003002,1,,33010000143928924,33010000151275551
9022003705003005,9022003705003003,1,,33010000143928924,33010000158562077
9022003705003005,9022003705003003,1,,33010000143929755,33010000143950080
9022003705003005,9022003705003001,1,,33010000143931007,33010000143853929
9022003705003005,9022003705003003,1,,33010000143929132,33010000143948141
9022003705003005,9022003705003004,1,,33010000143929132,33010000143995517
9022003705003005,9022003705003001,1,,33010000143930589,33010000143853637
9022003705003005,9022003705003003,1,,33010000143931203,33010000143974815
9022003705003005,9022003705003004,1,,33010000143931203,33010000143998139
9022003705003005,9022003705003002,1,,33010000143931203,33010000151272763
9022003705003005,9022003705003003,1,,33010000143931203,33010000158558353
9022003719007001,9022003719007006,1,,33010000138963110,33010000157480742
9022003719006002,9022003719006002,1,,33010000138963362,33010000157482019
9022003719007001,9022003719007006,1,,33010000138963535,33010000136694076
9022003719007001,9022003719007006,1,,33010000138963535,33010000136694145
9022003719007001,9022003719007006,1,,33010000138963535,33010000157480463
9022003719006002,9022003719006002,1,,33010000138964476,33010000141035539
9022003719007001,9022003719007006,1,,33010000138964709,33010000157480649
9022003719007001,9022003719007006,1,,33010000138964853,33010000157481300
9022003719006002,9022003719006002,1,,33010000138965506,33010000141035586
9022003719006002,9022003719006002,1,,33010000138966110,33010000141037067
9022003719006002,9022003719006002,1,,33010000138963709,33010000141036091
9022003719006002,9022003719006002,1,,33010000138963709,33010000141036276
